,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_05820,CP008776.1,1087864,1088190,-,SP5448_05820,hypothetical protein,AKK70566.1,"Rgg,Rgg",Function unknown
SP5448_05825,CP008776.1,1088220,1089005,-,estA,acetyl esterase,AKK70567.1,"Rgg,CovR,Irr_LE_M6",Function unknown
SP5448_05830,CP008776.1,1089138,1090799,-,rnjB,ribonuclease J,AKK70568.1,"Rgg,Irr_EE_M6",Function unknown
SP5448_05835,CP008776.1,1091003,1091761,-,XK27_08845,phosphonate ABC transporter ATP-binding protein,AKK70569.1,Mga,Function unknown
SP5448_05840,CP008776.1,1091758,1092627,-,XK27_08840,branched-chain amino acid ABC transporter permease,AKK70570.1,"Mga,Irr_EE_M6",Function unknown
SP5448_05850,CP008776.1,1092973,1093971,-,ABC-SBP,peptide ABC transporter substrate-binding protein,AKK70571.1,Mga,Function unknown
SP5448_05855,CP008776.1,1094325,1095977,+,FbpA,dihydroorotate dehydrogenase,AKK70572.1,"FasX_15min_M1,Irr_LE_M6",Transcription
SP5448_05860,CP008776.1,1096036,1097283,-,SP5448_05860,hypothetical protein,AKK70573.1,,Carbohydrate transport and metabolism
SP5448_05865,CP008776.1,1097273,1098454,-,yubA,membrane protein,AKK70574.1,,Function unknown
SP5448_05870,CP008776.1,1098512,1098988,-,mutX,DNA mismatch repair protein MutT,AKK70575.1,,Nucleotide transport and metabolism
SP5448_05875,CP008776.1,1099209,1100249,-,rfbB,dTDP-glucose 4%2C6-dehydratase,AKK70576.1,,Cell wall/membrane/envelope biogenesis
SP5448_05880,CP008776.1,1100493,1101086,-,rmlC,dTDP-4-dehydrorhamnose 3%2C5-epimerase,AKK70577.1,,Cell wall/membrane/envelope biogenesis
SP5448_05885,CP008776.1,1101086,1101955,-,rfbA,glucose-1-phosphate thymidylyltransferase,AKK70578.1,,Coenzyme transport and metabolism
SP5448_05890,CP008776.1,1102013,1103119,-,yurR,FAD-dependent oxidoreductase,AKK70579.1,,Amino acid transport and metabolism
SP5448_05895,CP008776.1,1103159,1103947,-,yqfO,hypothetical protein,AKK70580.1,,Function unknown
SP5448_05900,CP008776.1,1103937,1104623,-,trmK,SAM-dependent methyltransferase,AKK70581.1,,Function unknown
SP5448_05905,CP008776.1,1104695,1105351,-,nth,endonuclease III,AKK70582.1,,"Replication, recombination and repair"
SP5448_05910,CP008776.1,1105348,1106031,-,dnaD,DNA replication protein DnaD,AKK70583.1,CovR,"Replication, recombination and repair"
SP5448_05915,CP008776.1,1106112,1106630,-,apt,adenine phosphoribosyltransferase,AKK70584.1,,Nucleotide transport and metabolism
SP5448_05920,CP008776.1,1106781,1108991,-,recJ,single-stranded DNA exonuclease,AKK70585.1,"Rgg,CovR,CovR","Replication, recombination and repair"
SP5448_05925,CP008776.1,1108988,1109752,-,XK27_05435,short-chain dehydrogenase,AKK70586.1,CovR,Function unknown
SP5448_05930,CP008776.1,1109752,1110681,-,rnz,ribonuclease Z,AKK70587.1,,Function unknown
SP5448_05935,CP008776.1,1110696,1111331,-,galT,cystathionine beta-lyase,AKK70588.1,"TrxR_M1,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_05940,CP008776.1,1111324,1112562,-,hflX,GTP-binding protein HflX,AKK70589.1,"TrxR_M1,CovR",Function unknown
SP5448_05945,CP008776.1,1112635,1113534,-,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,AKK70590.1,,"Translation, ribosomal structure and biogenesis"
SP5448_05955,CP008776.1,1113962,1114870,-,ydiA,C4-dicarboxylate ABC transporter,AKK70591.1,Mga,Inorganic ion transport and metabolism
SP5448_05960,CP008776.1,1115107,1115526,-,gst,glutathione S-transferase,AKK70592.1,"Rgg,Rgg,CovR","Posttranslational modification, protein turnover, chaperones"
SP5448_05965,CP008776.1,1115837,1116823,-,yceA,sulfurtransferase,AKK70593.1,,Function unknown
SP5448_05970,CP008776.1,1117022,1117324,+,SP5448_05970,hypothetical protein,AKK70594.1,"Rgg,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_05980,CP008776.1,1117871,1119076,-,rpsA,30S ribosomal protein S1,AKK70595.1,"Mga,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Translation, ribosomal structure and biogenesis"
SP5448_05995,CP008776.1,1119467,1119697,-,SP5448_05995,hypothetical protein,AKK70596.1,"Mga,Rgg,Irr_LE_M6",Function unknown
SP5448_06000,CP008776.1,1119761,1120783,-,ilvE,branched-chain amino acid aminotransferase,AKK70597.1,CodY,Amino acid transport and metabolism
SP5448_06005,CP008776.1,1120906,1123365,-,parC,DNA topoisomerase IV subunit A,AKK70598.1,"Rgg,Irr_EE_M6","Replication, recombination and repair"
SP5448_06010,CP008776.1,1123456,1125405,-,parE,DNA gyrase subunit B,AKK70599.1,TrxR_M1,"Replication, recombination and repair"
SP5448_06015,CP008776.1,1125540,1126181,+,plsY,glycerol-3-phosphate acyltransferase,AKK70600.1,Irr_LE_M6,Lipid transport and metabolism
SP5448_06020,CP008776.1,1126239,1127507,-,pyrC,dihydroorotase,AKK70601.1,,Nucleotide transport and metabolism
SP5448_06025,CP008776.1,1127639,1128292,-,ung,uracil-DNA glycosylase,AKK70602.1,Mga,"Replication, recombination and repair"
SP5448_06030,CP008776.1,1128425,1129075,-,yecS,amino acid ABC transporter permease,AKK70603.1,"Rgg,Irr_LE_M6",Inorganic ion transport and metabolism
SP5448_06035,CP008776.1,1129104,1129967,-,XK27_08715,ABC transporter substrate-binding protein,AKK70604.1,"TrxR_M1,Rgg,Rgg,Irr_LE_M6",Function unknown
SP5448_06040,CP008776.1,1130085,1131539,-,nylA,amidase,AKK70605.1,"TrxR_M1,Rgg,CovR,CovR,CovR,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_06045,CP008776.1,1131736,1132365,-,pyrE,orotate phosphoribosyltransferase,AKK70606.1,"PyrR,Rgg,MtsR_M49,CovR,CovR,CovR,CovR,Irr_EE_M6",Nucleotide transport and metabolism
SP5448_06050,CP008776.1,1132423,1133115,-,pyrF,orotidine 5'-phosphate decarboxylase,AKK70607.1,"PyrR,Mga,Rgg,MtsR_M49",Nucleotide transport and metabolism
SP5448_06055,CP008776.1,1133392,1133928,-,SP5448_06055,hypothetical protein,AKK70608.1,,Function unknown
SP5448_06060,CP008776.1,1134150,1135055,+,cpsY,LysR family transcriptional regulator,AKK70609.1,Rgg,Transcription
SP5448_06065,CP008776.1,1135134,1135922,-,SP5448_06065,LytR family transcriptional regulator,AKK70610.1,CovR,Signal transduction mechanisms
SP5448_06070,CP008776.1,1135915,1136628,-,deoD,purine nucleoside phosphorylase,AKK70611.1,CcpA_core_M1,Nucleotide transport and metabolism
SP5448_06075,CP008776.1,1137291,1138100,-,punA,purine nucleoside phosphorylase,AKK70612.1,"CcpA,CcpA_core_M1,CovR",Nucleotide transport and metabolism
SP5448_06080,CP008776.1,1138084,1138524,-,arsC,arsenate reductase,AKK70613.1,"CcpA,CovR",Inorganic ion transport and metabolism
SP5448_06085,CP008776.1,1138543,1139754,-,deoB,phosphopentomutase,AKK70614.1,"CcpA,CcpA_core_M1",Carbohydrate transport and metabolism
SP5448_06090,CP008776.1,1139831,1140514,-,rpiA,ribose 5-phosphate isomerase,AKK70615.1,"CcpA,CcpA_core_M1",Carbohydrate transport and metabolism
SP5448_06095,CP008776.1,1140893,1142992,+,clpL,Clp protease ClpX,AKK70616.1,"CtsR,CovR,CovR,Nra_transition_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_06100,CP008776.1,1143050,1143793,-,SP5448_06100,hypothetical protein,AKK70617.1,,Function unknown
SP5448_06105,CP008776.1,1143941,1144540,-,engB,GTP-binding protein,AKK70618.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_06110,CP008776.1,1144550,1145779,-,clpX,ATP-dependent protease,AKK70619.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_06115,CP008776.1,1145909,1146079,-,SP5448_06115,membrane protein,AKK70620.1,Srv_M1,Function unknown
SP5448_06120,CP008776.1,1146099,1146596,-,folA,dihydrofolate reductase,AKK70621.1,Irr_LE_M6,Coenzyme transport and metabolism
SP5448_06125,CP008776.1,1146676,1147515,-,thyA,thymidylate synthase,AKK70622.1,,Nucleotide transport and metabolism
SP5448_06130,CP008776.1,1147724,1148899,+,mvaS,DNA-binding protein,AKK70623.1,"TrxR_M1,CovR,CovR",Lipid transport and metabolism
SP5448_06135,CP008776.1,1148886,1150163,+,mvaA,3-hydroxy-3-methylglutaryl-CoA reductase,AKK70624.1,TrxR_M1,Energy production and conversion
SP5448_06140,CP008776.1,1150393,1151382,-,fni,isopentenyl pyrophosphate isomerase,AKK70625.1,"Nra_transition_M49,Nra_transition_M49",Energy production and conversion
SP5448_06145,CP008776.1,1151375,1152382,-,mvaK2,phosphomevalonate kinase,AKK70626.1,,Lipid transport and metabolism
SP5448_06150,CP008776.1,1152375,1153319,-,mvaD,diphosphomevalonate decarboxylase,AKK70627.1,Srv_M1,Lipid transport and metabolism
SP5448_06155,CP008776.1,1153301,1154179,-,mvk,mevalonate kinase,AKK70628.1,CovR,Lipid transport and metabolism
SP5448_06160,CP008776.1,1154473,1155705,-,sptS,histidine kinase,AKK70629.1,Irr_LE_M6,Signal transduction mechanisms
SP5448_06165,CP008776.1,1155714,1156382,-,SP5448_06165,transcriptional regulator,AKK70630.1,,Signal transduction mechanisms
SP5448_06170,CP008776.1,1156385,1157035,-,SP5448_06170,GTP pyrophosphokinase,AKK70631.1,Mga,Function unknown
SP5448_06175,CP008776.1,1157255,1159267,+,XK27_00340,5'-nucleotidase,AKK70632.1,"CcpA,CcpA_core_M1,CovR,Rgg",Nucleotide transport and metabolism
SP5448_06180,CP008776.1,1159349,1159759,-,def_1,peptide deformylase,AKK70633.1,"Rgg,Rgg,CovR,Nra_exponetional_M49,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_06185,CP008776.1,1160015,1160233,-,SP5448_06185,hypothetical protein,AKK70634.1,,Function unknown
SP5448_06190,CP008776.1,1160651,1162528,-,yfmR,antibiotic ABC transporter ATP-binding protein,AKK70635.1,"CovR,CovR",Function unknown
SP5448_06195,CP008776.1,1162525,1163733,-,cca,tRNA CCA-pyrophosphorylase,AKK70636.1,CovR,"Translation, ribosomal structure and biogenesis"
SP5448_06200,CP008776.1,1163858,1164706,-,XK27_08360,hypothetical protein,AKK70637.1,,Function unknown
SP5448_06205,CP008776.1,1164706,1165086,-,WQ51_03320,transposase,AKK70638.1,Rgg,Function unknown
SP5448_06210,CP008776.1,1165314,1165490,-,ndk,nucleoside diphosphate kinase,AKK70639.1,,Nucleotide transport and metabolism
SP5448_06220,CP008776.1,1165989,1167008,+,SP5448_06220,IgG-degrading enzyme/Mac-1 IdeZ,AKK70640.1,"CovR,Mga,Mga,CodY_M49,CovR,CovR,CovR,CovR,Nra_transition_M49,Nra_stationary_M49,VicR",Function unknown
SP5448_06225,CP008776.1,1167183,1167392,+,SP5448_06225,exosortase,AKK70641.1,,Function unknown
SP5448_06230,CP008776.1,1167689,1167907,+,SP5448_06230,transposase,AKK70642.1,,"Replication, recombination and repair"
SP5448_06235,CP008776.1,1167964,1168671,-,mur1,N-acetylmuramidase,AKK70643.1,"CovR,Nra_exponetional_M49",Function unknown
SP5448_06240,CP008776.1,1168823,1169422,-,mur1,N-acetylmuramidase,AKK70644.1,,Function unknown
SP5448_06245,CP008776.1,1169515,1171461,-,fruA,PTS fructose transporter subunit IIC,AKK70645.1,"CcpA,FruR,CovR,CovR,CovR",Carbohydrate transport and metabolism
SP5448_06250,CP008776.1,1171458,1172369,-,pfkB,phosphofructokinase,AKK70646.1,"CcpA,FruR,CovR,Irr_LE_M6",Coenzyme transport and metabolism
SP5448_06255,CP008776.1,1172366,1173079,-,fruR,DeoR faimly transcriptional regulator,AKK70647.1,"CcpA,FruR,Mga",Transcription
SP5448_06260,CP008776.1,1173335,1174258,-,panE,2-dehydropantoate 2-reductase,AKK70648.1,,Coenzyme transport and metabolism
SP5448_06265,CP008776.1,1174271,1175329,-,pfoS,membrane protein,AKK70649.1,,Function unknown
SP5448_06270,CP008776.1,1175507,1176499,-,trxB1,ferredoxin-NADP reductase,AKK70650.1,Irr_EE_M6,Energy production and conversion
SP5448_06275,CP008776.1,1176499,1177230,-,trmD,tRNA (guanine-N1)-methyltransferase,AKK70651.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_06280,CP008776.1,1177220,1177738,-,rimM,16S rRNA processing protein RimM,AKK70652.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_06285,CP008776.1,1177953,1178474,-,XK27_03525,TetR family transcriptional regulator,AKK70653.1,"SczA,Rgg",Transcription
SP5448_06290,CP008776.1,1178610,1179485,+,czcD,cation transporter,AKK70654.1,"SczA,PerR_M14",Inorganic ion transport and metabolism
SP5448_06295,CP008776.1,1179665,1180066,-,pdxH,hypothetical protein,AKK70655.1,"Mga,Rgg,Rgg,MtsR_M49",Function unknown
SP5448_06300,CP008776.1,1180086,1183112,-,SP5448_06300,cell surface protein,AKK70656.1,"Mga,Rgg,Rgg,MtsR_M49,CovR",Cell wall/membrane/envelope biogenesis
SP5448_06305,CP008776.1,1184023,1184262,-,ylqC,RNA-binding protein,AKK70657.1,Rgg,"Replication, recombination and repair"
SP5448_06310,CP008776.1,1184272,1184544,-,rpsP,30S ribosomal protein S16,AKK70658.1,"Rgg,Nra_exponetional_M49","Translation, ribosomal structure and biogenesis"
SP5448_06315,CP008776.1,1184671,1186404,-,glpQ,glycerophosphodiester phosphodiesterase,AKK70659.1,Rgg,Energy production and conversion
SP5448_06320,CP008776.1,1186658,1187878,-,SP5448_06320,membrane protein,AKK70660.1,"SPy1285,Rgg",Defense mechanisms
SP5448_06325,CP008776.1,1187890,1188576,-,macB,macrolide ABC transporter ATP-binding protein,AKK70661.1,"SPy1285,Rgg",Defense mechanisms
SP5448_06330,CP008776.1,1188600,1189871,-,acrA,ABC transporter substrate-binding protein,AKK70662.1,"SPy1285,Rgg",Cell wall/membrane/envelope biogenesis
SP5448_06335,CP008776.1,1190078,1193254,-,carB,carbamoyl phosphate synthase large subunit,AKK70663.1,"Rgg,Rgg,MtsR_M49,CovR,CovR,CovR,CovR,Nra_transition_M49,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_06340,CP008776.1,1193480,1194562,-,carA,carbamoyl phosphate synthase small subunit,AKK70664.1,"PyrR,Rgg,Rgg,MtsR_M49,CovR,CovR,CovR",Nucleotide transport and metabolism
SP5448_06345,CP008776.1,1194606,1195541,-,pyrB,aspartate carbamoyltransferase catalytic subunit,AKK70665.1,"PyrR,Mga,Rgg,Rgg,MtsR_M49,CovR,CovR",Nucleotide transport and metabolism
SP5448_06350,CP008776.1,1195602,1196861,-,pyrP,uracil permease,AKK70666.1,"PyrR,Rgg,Rgg,MtsR_M49,CovR,CovR,Irr_EE_M6",Nucleotide transport and metabolism
SP5448_06355,CP008776.1,1196877,1197398,-,pyrR,phosphoribosyl transferase,AKK70667.1,"PyrR,TrxR_M1,Rgg,Rgg,MtsR_M49,CovR,CovR",Nucleotide transport and metabolism
SP5448_06360,CP008776.1,1197794,1198684,-,rluD,pseudouridine synthase,AKK70668.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_06365,CP008776.1,1198674,1199132,-,lspA,lipoprotein signal peptidase,AKK70669.1,,Function unknown
SP5448_06370,CP008776.1,1199129,1200043,-,cpsY,LysR family transcriptional regulator,AKK70670.1,,Transcription
SP5448_06375,CP008776.1,1200391,1200684,-,rpmA,50S ribosomal protein L27,AKK70671.1,"L21_leader,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_06380,CP008776.1,1200712,1201038,-,ysxB,hypothetical protein,AKK70672.1,"L21_leader,Rgg,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_06385,CP008776.1,1201050,1201364,-,rplU,50S ribosomal protein L21,AKK70673.1,L21_leader,"Translation, ribosomal structure and biogenesis"
SP5448_06390,CP008776.1,1201578,1202870,-,capA,metallophosphatase,AKK70674.1,Rgg,Cell wall/membrane/envelope biogenesis
SP5448_06395,CP008776.1,1202908,1204122,-,thiI,thiamine biosynthesis protein ThiI,AKK70675.1,Rgg,Coenzyme transport and metabolism
SP5448_06400,CP008776.1,1204134,1205276,-,iscS2,aminotransferase V,AKK70676.1,,Amino acid transport and metabolism
SP5448_06405,CP008776.1,1205511,1205951,+,SP5448_06405,membrane protein,AKK70677.1,"TrxR_M1,Rgg",Function unknown
SP5448_06410,CP008776.1,1205981,1207249,+,folC,dihydrofolate synthase,AKK70678.1,,Coenzyme transport and metabolism
SP5448_06415,CP008776.1,1207337,1208689,-,gor,glutathione reductase,AKK70679.1,Rgg,Energy production and conversion
SP5448_06420,CP008776.1,1208910,1209251,-,yheA,hypothetical protein,AKK70680.1,TrxR_M1,Function unknown
SP5448_06425,CP008776.1,1209312,1210478,-,aroC,chorismate synthase,AKK70681.1,Rgg,Amino acid transport and metabolism
SP5448_06430,CP008776.1,1210572,1211258,-,aroD,3-dehydroquinate dehydratase,AKK70682.1,Rgg,Amino acid transport and metabolism
SP5448_06435,CP008776.1,1211255,1212418,-,ywbD,SAM-dependent methyltransferase,AKK70683.1,"Rgg,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_06440,CP008776.1,1212526,1214736,+,ltaS,alkaline phosphatase,AKK70684.1,"CovR,CovR,Srv_M1",Cell wall/membrane/envelope biogenesis
SP5448_06445,CP008776.1,1215027,1215386,-,rplT,50S ribosomal protein L20,AKK70685.1,"L20_leader,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_06450,CP008776.1,1215445,1215642,-,rpmI,50S ribosomal protein L35,AKK70686.1,"L20_leader,Rgg,CovR,CovR","Translation, ribosomal structure and biogenesis"
SP5448_06455,CP008776.1,1215684,1216214,-,infC,translation initiation factor IF-3,AKK70687.1,"L20_leader,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_06460,CP008776.1,1216376,1217056,-,cmk,cytidylate kinase,AKK70688.1,"Rgg,CovR,CovR",Nucleotide transport and metabolism
SP5448_06465,CP008776.1,1217071,1217547,-,pilF,membrane protein,AKK70689.1,Irr_EE_M6,Cell wall/membrane/envelope biogenesis
SP5448_06470,CP008776.1,1217596,1217793,+,fer,ferredoxin,AKK70690.1,Mga,Energy production and conversion
SP5448_06475,CP008776.1,1217780,1218268,-,ebsA,membrane protein,AKK70691.1,"Mga,Srv_M1",Function unknown
SP5448_06480,CP008776.1,1218309,1219532,-,pepT,peptidase T,AKK70692.1,,Amino acid transport and metabolism
SP5448_06485,CP008776.1,1219626,1221122,-,SP5448_06485,hypothetical protein,AKK70693.1,"Rgg,Irr_EE_M6",Function unknown
SP5448_06490,CP008776.1,1221103,1222389,-,amrA,sugar transporter,AKK70694.1,"Rgg,Nra_transition_M49,Irr_EE_M6",Function unknown
SP5448_06495,CP008776.1,1222382,1222723,-,XK27_09090,membrane protein,AKK70695.1,"Rgg,Nra_transition_M49",Function unknown
SP5448_06500,CP008776.1,1222725,1223420,-,ycbB,glycosyl transferase family 2,AKK70696.1,Nra_transition_M49,Function unknown
SP5448_06505,CP008776.1,1223599,1226073,-,XK27_08315,phosphoglycerol transferase,AKK70697.1,Rgg,Cell wall/membrane/envelope biogenesis
SP5448_06510,CP008776.1,1226070,1227815,-,rgpF,alpha-L-Rha alpha-1%2C3-L-rhamnosyltransferase,AKK70698.1,,Cell wall/membrane/envelope biogenesis
SP5448_06515,CP008776.1,1227812,1228819,-,rgpEc,glycosyl transferase,AKK70699.1,Nra_transition_M49,Cell wall/membrane/envelope biogenesis
SP5448_06520,CP008776.1,1228844,1230049,-,rgpD,ABC transporter ATP-binding protein,AKK70700.1,,Inorganic ion transport and metabolism
SP5448_06525,CP008776.1,1230049,1230852,-,rgpC,glycosyl transferase family 9,AKK70701.1,Irr_LE_M6,Function unknown
SP5448_06530,CP008776.1,1230855,1231787,-,rgpB,alpha-L-Rha alpha-1%2C3-L-rhamnosyltransferase,AKK70702.1,Irr_LE_M6,Cell wall/membrane/envelope biogenesis
SP5448_06535,CP008776.1,1231777,1232931,-,rgpA,glycosyl transferase,AKK70703.1,"Rgg,CovR,Irr_LE_M6",Cell wall/membrane/envelope biogenesis
SP5448_06540,CP008776.1,1233050,1233904,-,rfbD,dTDP-4-dehydrorhamnose reductase,AKK70704.1,Rgg,Cell wall/membrane/envelope biogenesis
SP5448_06545,CP008776.1,1234042,1234380,-,yitW,aromatic ring hydroxylase,AKK70705.1,,Transcription
SP5448_06550,CP008776.1,1234616,1235725,-,sigA,RNA polymerase sigma factor RpoD,AKK70706.1,,Transcription
SP5448_06555,CP008776.1,1235734,1237548,-,dnaG,DNA primase,AKK70707.1,Irr_LE_M6,"Replication, recombination and repair"
SP5448_06560,CP008776.1,1237679,1238041,+,mscL,large-conductance mechanosensitive channel,AKK70708.1,"CovR,Mga,Rgg,CovR,CovR",Cell wall/membrane/envelope biogenesis
SP5448_06565,CP008776.1,1238169,1238345,-,rpsU,30S ribosomal protein S21,AKK70709.1,,"Translation, ribosomal structure and biogenesis"
SP5448_06570,CP008776.1,1238486,1239298,-,gltS,amino acid ABC transporter substrate-binding protein,AKK70710.1,,Function unknown
SP5448_06575,CP008776.1,1239438,1243106,-,addA,ATP-dependent helicase/nuclease subunit A,AKK70711.1,TrxR_M1,"Replication, recombination and repair"
SP5448_06580,CP008776.1,1243067,1246282,-,rexB,ATP-dependent helicase,AKK70712.1,TrxR_M1,"Replication, recombination and repair"
SP5448_06585,CP008776.1,1246433,1247350,+,ypfJ,YpfJ protein%2C zinc metalloprotease superfamily,AKK70713.1,,Function unknown
SP5448_06590,CP008776.1,1247452,1248120,-,devA,hemin ABC transporter ATP-binding protein,AKK70714.1,"Rgg,Irr_LE_M6",Defense mechanisms
SP5448_06595,CP008776.1,1248130,1249206,-,yxeA,ABC transporter permease,AKK70715.1,TrxR_M1,Defense mechanisms
SP5448_06600,CP008776.1,1249279,1249665,-,SP5448_06600,hypothetical protein,AKK70716.1,Rgg,Function unknown
SP5448_06605,CP008776.1,1249658,1250035,-,ycaO,peroxiredoxin,AKK70717.1,"Rgg,CovR","Posttranslational modification, protein turnover, chaperones"
