,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
PSPTO_2812,PSPTO_2812,3137049,3138062,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0N0X4S5,
PSPTO_RS14540,PSPTO_RS14540,3138052,3139065,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,
PSPTO_2814,PSPTO_2814,3139118,3140683,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0Q0D8P2,
PSPTO_2815,PSPTO_2815,3140755,3141276,+,hypothetical protein,Function unknown,A0A0N8T7L3,
PSPTO_2816,PSPTO_2816,3141276,3141866,+,peroxidase-related enzyme,"Post-translational modification, protein turnover,and chaperones",A0A0Q0C3Q1,
PSPTO_2817,PSPTO_2817,3141929,3142114,+,hypothetical protein,"Replication, recombination and repair",A0A0Q0C3T9,
PSPTO_2818,PSPTO_2818,3142091,3143539,-,fatty acid desaturase,Lipid transport and metabolism,A0A0N8T7K5,
PSPTO_2819,PSPTO_2819,3143789,3144454,+,hypothetical protein,No COG annotation,UPI00020959FD,
PSPTO_2820,PSPTO_2820,3144448,3145563,+,hypothetical protein,No COG annotation,A0A2V4Q3L9,
PSPTO_2821,PSPTO_2821,3145551,3146459,-,hypothetical protein,Function unknown,A0A0Q0C3Q7,
PSPTO_2822,PSPTO_2822,3146484,3147350,-,metal-dependent hydrolase,Function unknown,UPI00020959FC,
PSPTO_2823,PSPTO_2823,3147474,3148403,+,fatty acid desaturase,Lipid transport and metabolism,A0A0N8T7L6,
PSPTO_2824,PSPTO_2824,3148403,3149995,+,GH3 auxin-responsive promoter family protein,Lipid transport and metabolism,A0A0Q0I8S1,
PSPTO_2825,PSPTO_2825,3149980,3151056,+,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,A0A0Q0F9Q5,
PSPTO_RS14605,PSPTO_RS14605,3151069,3151368,-,DAK2 domain-containing protein,Function unknown,,
PSPTO_RS14610,PSPTO_RS14610,3151370,3151645,+,sugar-binding transcriptional regulator,Transcription,,
PSPTO_2828,syrR,3151815,3152588,-,helix-turn-helix transcriptional regulator,Transcription,A0A0Q0D8M0,
PSPTO_2829,syfA,3152879,3162385,+,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0Q0C3P4,
PSPTO_2830,syfB,3162382,3180171,+,amino acid adenylation domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",Q881Q3,
PSPTO_2831,macA,3180168,3181319,+,macrolide transporter subunit MacA,Cell wall/membrane/envelope biogenesis,A0A0N0X5J9,
PSPTO_2832,macB,3181322,3183328,+,MacB family efflux pump subunit,Defense mechanisms,A0A0N0X3R3,
PSPTO_2833,PSPTO_2833,3183334,3184002,-,LuxR family transcriptional regulator,Transcription,A0A0P9T6K1,
PSPTO_2834,PSPTO_2834,3184388,3185293,+,serine hydrolase,Defense mechanisms,UPI000303F5CA,
PSPTO_2835,PSPTO_2835,3185763,3185957,-,zinc-binding dehydrogenase,Energy production and conversion,UPI0013792E95,
PSPTO_2836,PSPTO_2836,3186079,3187056,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_RS14660,PSPTO_RS14660,3187252,3187752,+,type VI secretion system tube protein Hcp,Function unknown,,
PSPTO_RS14665,PSPTO_RS14665,3187777,3188307,+,DUF2778 domain-containing protein,Function unknown,UPI0006225788,
PSPTO_RS14670,PSPTO_RS14670,3188304,3188588,+,hypothetical protein,No COG annotation,A0A0Q0B4C0,
PSPTO_2838,PSPTO_2838,3188801,3189181,-,hypothetical protein,No COG annotation,UPI0006211287,
PSPTO_2839,tnpB,3189281,3189637,+,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_2840,PSPTO_2840,3189655,3191208,+,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_2841,PSPTO_2841,3191955,3193469,+,IS21-like element ISPsy14 family transposase,"Replication, recombination and repair",A0A0Q0C807,
PSPTO_2842,PSPTO_2842,3193490,3194245,+,ATP-binding protein,"Replication, recombination and repair",A0A0Q0CRZ5,
PSPTO_2843,PSPTO_2843,3194491,3194874,+,DUF2946 domain-containing protein,Function unknown,Q881P4,
PSPTO_2844,PSPTO_2844,3195105,3195731,+,putative natural product biosynthesis protein,No COG annotation,A0A0N8T459,
PSPTO_2845,PSPTO_2845,3195788,3196132,+,DUF2946 domain-containing protein,Function unknown,UPI00039EC6D5,
PSPTO_2846,PSPTO_2846,3196253,3198439,+,TonB-dependent receptor,Inorganic ion transport and metabolism,A0A0Q0B8N9,
PSPTO_2847,PSPTO_2847,3198450,3199280,+,DJ-1/PfpI family protein,Function unknown,A0A0Q0C813,
PSPTO_RS14725,PSPTO_RS14725,3199419,3200018,-,ACP phosphodiesterase,Energy production and conversion,,
PSPTO_2849,PSPTO_2849,3200389,3200676,-,cytochrome c5 family protein,Energy production and conversion,A0A0Q0CHL8,
PSPTO_2850,PSPTO_2850,3200905,3201393,-,copper chaperone PCu(A)C,Function unknown,A0A0P9HQY2,
PSPTO_2851,PSPTO_2851,3201393,3201998,-,SCO family protein,Function unknown,UPI000208E328,
PSPTO_RS14745,PSPTO_RS14745,3202706,3203089,+,DUF2946 domain-containing protein,Function unknown,UPI0003131485,
PSPTO_2852,PSPTO_2852,3203378,3203902,+,putative natural product biosynthesis protein,No COG annotation,UPI00137918D1,
PSPTO_RS14755,PSPTO_RS14755,3204382,3204771,+,DUF2946 domain-containing protein,Function unknown,UPI000208E32A,
PSPTO_2853,PSPTO_2853,3204843,3207002,+,TonB-dependent receptor,Inorganic ion transport and metabolism,UPI000621A655,
PSPTO_RS14765,PSPTO_RS14765,3207116,3207691,+,Plug domain-containing protein,Inorganic ion transport and metabolism,,
PSPTO_RS14770,PSPTO_RS14770,3207757,3208035,+,hypothetical protein,No COG annotation,UPI001396299B,
PSPTO_2855,PSPTO_2855,3208312,3208635,+,helix-turn-helix domain-containing protein,Transcription,A0A0Q0HF77,
PSPTO_2856,PSPTO_2856,3209245,3210423,-,integrase,"Replication, recombination and repair",UPI0006221B96,
PSPTO_RS14785,PSPTO_RS14785,3212678,3212992,+,hypothetical protein,No COG annotation,UPI0011EA60F8,
PSPTO_2857,PSPTO_2857,3213297,3214631,+,integrase,"Replication, recombination and repair",A0A0Q0EMK4,
PSPTO_2858,PSPTO_2858,3215113,3215469,+,hypothetical protein,No COG annotation,A0A0Q0CS05,
PSPTO_2859,PSPTO_2859,3215716,3218316,+,TerB N-terminal domain-containing protein,Function unknown,A0A0Q0B4M2,
PSPTO_2860,PSPTO_2860,3218240,3219619,+,helicase,"Replication, recombination and repair",Q881M9,
PSPTO_RS14810,PSPTO_RS14810,3219613,3219978,+,aldehyde dehydrogenase iron-sulfur subunit,Energy production and conversion,,
PSPTO_2862,PSPTO_2862,3219975,3220970,+,xanthine dehydrogenase family protein subunit M,Energy production and conversion,A0A0N0WD99,
PSPTO_2863,PSPTO_2863,3220976,3223186,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0N8T457,
PSPTO_2864,PSPTO_2864,3223226,3224140,+,LysR family transcriptional regulator,Transcription,A0A3M3Y9S3,
PSPTO_2865,PSPTO_2865,3224146,3224841,-,carboxymuconolactone decarboxylase family protein,Function unknown,A0A0P9U9H1,
PSPTO_2866,PSPTO_2866,3224931,3225422,-,cupin domain-containing protein,Function unknown,UPI0003FB50DD,
PSPTO_RS14840,PSPTO_RS14840,3225543,3225899,-,hypothetical protein,No COG annotation,UPI0006220A22,
PSPTO_2867,PSPTO_2867,3225935,3226375,+,tryptophan-rich sensory protein,Signal transduction mechanisms,A0A0P9I846,
PSPTO_2868,PSPTO_2868,3226393,3227571,-,DUF2252 domain-containing protein,Function unknown,A0A0P9YC21,
PSPTO_2870,PSPTO_2870,3227906,3229276,+,hypothetical protein,Function unknown,A0A3M3BPU3,
PSPTO_2871,PSPTO_2871,3229288,3232422,+,virulence factor SrfB,Function unknown,A0A0Q0HFR2,
PSPTO_2872,PSPTO_2872,3232419,3235118,+,putative virulence factor,Function unknown,A0A0Q0B5A4,
PSPTO_2873,PSPTO_2873,3235122,3236159,+,hypothetical protein,No COG annotation,A0A0Q0EN65,
PSPTO_2874,PSPTO_2874,3236186,3238147,+,VWA domain-containing protein,Function unknown,A0A2V4PFG4,
PSPTO_2875,PSPTO_2875,3238149,3238841,+,ATP-binding cassette domain-containing protein,Defense mechanisms,A0A2V4Q3J1,
PSPTO_2876,PSPTO_2876,3238825,3240048,+,FtsX-like permease family protein,Defense mechanisms,A0A3M3BPE4,
PSPTO_2877,PSPTO_2877,3240077,3241585,+,SUMF1/EgtB/PvdO family nonheme iron enzyme,Function unknown,F3IRB4,
PSPTO_2878,PSPTO_2878,3241618,3242358,+,lipoprotein,No COG annotation,A0A0N8RZ99,
PSPTO_2879,PSPTO_2879,3242366,3242866,+,lipoprotein,Function unknown,A0A2V4P671,
PSPTO_2880,PSPTO_2880,3242922,3244193,+,VWA domain-containing protein,Function unknown,A0A099SYG8,
PSPTO_RS14910,PSPTO_RS14910,3244444,3245764,-,EAL domain-containing protein,Signal transduction mechanisms,,
PSPTO_2883,PSPTO_2883,3246195,3247511,-,methyl-accepting chemotaxis protein,Signal transduction mechanisms,UPI0004666F89,
PSPTO_RS14920,PSPTO_RS14920,3247758,3247997,-,IS66 family transposase,"Replication, recombination and repair",,
PSPTO_2885,tnpB,3248015,3248371,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0013305365,
PSPTO_RS14930,PSPTO_RS14930,3248458,3249039,-,integrase,"Replication, recombination and repair",,
PSPTO_RS14935,PSPTO_RS14935,3249237,3249740,-,SDR family oxidoreductase,Lipid transport and metabolism,,
PSPTO_2887,PSPTO_2887,3249839,3250816,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_RS14945,PSPTO_RS14945,3250923,3251148,+,helix-turn-helix transcriptional regulator,No COG annotation,,
PSPTO_2890,PSPTO_2890,3251468,3251683,+,hypothetical protein,Inorganic ion transport and metabolism,UPI0002EA90F8,
PSPTO_2891,PSPTO_2891,3251661,3253055,+,UDP-glucose/GDP-mannose dehydrogenase family protein,Cell wall/membrane/envelope biogenesis,A0A0P9VJD6,
PSPTO_2893,PSPTO_2893,3253364,3254194,+,phosphatase PAP2 family protein,Function unknown,A0A0Q0HUD9,
PSPTO_2894,PSPTO_2894,3254445,3256850,+,ricin-type beta-trefoil lectin domain protein,Function unknown,Q881J9,
PSPTO_2895,PSPTO_2895,3257076,3258095,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",A0A099SVF1,
PSPTO_2896,PSPTO_2896,3258416,3260020,-,PAS domain-containing protein,Nucleotide transport and metabolism,A0A099SXZ5,
PSPTO_2897,PSPTO_2897,3260162,3261304,-,family 1 glycosylhydrolase,Carbohydrate transport and metabolism,A0A0N8T641,
PSPTO_2898,glf,3261307,3262488,-,UDP-galactopyranose mutase,Cell wall/membrane/envelope biogenesis,A0A0N8QPI8,
PSPTO_2899,PSPTO_2899,3262476,3263660,-,glycosyltransferase family 1 protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BSR4,
PSPTO_2900,galE,3264060,3265088,+,UDP-glucose 4-epimerase GalE,Cell wall/membrane/envelope biogenesis,Q881J3,
PSPTO_2901,PSPTO_2901,3265109,3265657,-,cupin domain-containing protein,Transcription,A0A099SXY9,
PSPTO_2902,PSPTO_2902,3265770,3266534,-,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,Function unknown,A0A0Q0EYI7,
PSPTO_2903,PSPTO_2903,3266662,3267564,+,LysR family transcriptional regulator,Transcription,Q881J0,
PSPTO_2904,vanA,3267712,3268776,+,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,A0A0N1JGU1,VanR
PSPTO_2905,vanB,3268846,3269796,+,oxidoreductase,Energy production and conversion,A0A0N0FZL6,VanR
PSPTO_2906,vanR,3269797,3270507,-,GntR family transcriptional regulator,Transcription,A0A099SXY3,
PSPTO_2907,PSPTO_2907,3270583,3272553,-,EAL domain-containing protein,Signal transduction mechanisms,A0A0Q0D547,
PSPTO_2908,PSPTO_2908,3272857,3273549,-,hypothetical protein,No COG annotation,A0A0N0WUP8,
PSPTO_2909,PSPTO_2909,3273689,3274588,-,LysR family transcriptional regulator,Transcription,A0A0N0WTL6,
PSPTO_2910,PSPTO_2910,3274700,3276076,+,MFS transporter,Inorganic ion transport and metabolism,UPI000622796C,
PSPTO_2911,PSPTO_2911,3276096,3277370,+,glucarate dehydratase,Cell wall/membrane/envelope biogenesis,A0A0Q0BSU5,
PSPTO_2912,PSPTO_2912,3277425,3278258,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SV60,
PSPTO_2913,PSPTO_2913,3278322,3279059,-,amino acid ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A099SW54,
PSPTO_2914,PSPTO_2914,3279070,3279810,-,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A0Q0BGJ2,
PSPTO_2915,PSPTO_2915,3279817,3280518,-,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A0P9TCB6,
PSPTO_2916,PSPTO_2916,3280640,3281392,-,SDR family oxidoreductase,Function unknown,Q881H7,
PSPTO_2917,PSPTO_2917,3281523,3282293,-,5-oxoprolinase subunit PxpA,Function unknown,A0A0N0FZM8,
PSPTO_2918,PSPTO_2918,3282298,3282705,-,hypothetical protein,Lipid transport and metabolism,A0A0N0WTI6,
PSPTO_2919,PSPTO_2919,3282705,3283676,-,biotin-dependent carboxyltransferase family protein,Amino acid transport and metabolism,A0A0N0WTN8,
PSPTO_2920,pxpB,3283673,3284344,-,5-oxoprolinase subunit PxpB,Amino acid transport and metabolism,A0A0N8T646,
PSPTO_2921,accC,3284341,3285693,-,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,A0A3M3AVA1,
PSPTO_2922,PSPTO_2922,3285734,3286171,-,biotin/lipoyl-binding protein,Lipid transport and metabolism,A0A0N0WCE7,
PSPTO_2923,nac,3286291,3287199,-,nitrogen assimilation transcriptional regulator NAC,Transcription,A0A0N0WCF2,
PSPTO_2925,aspB,3287487,3288695,+,aspartate transaminase,Amino acid transport and metabolism,A0A0Q0D554,
PSPTO_2926,PSPTO_2926,3288667,3290265,+,MFS transporter,Amino acid transport and metabolism,UPI0006217AC3,
PSPTO_2927,oprE,3290338,3291669,+,OprD family porin,Function unknown,Q881G6,
PSPTO_2928,PSPTO_2928,3291838,3293511,+,J domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0Q0BIU9,
PSPTO_2929,PSPTO_2929,3293501,3294463,+,YiiG family protein,Function unknown,A0A0Q0CYD0,
PSPTO_2930,PSPTO_2930,3294625,3294933,-,antibiotic biosynthesis monooxygenase,Function unknown,A0A0N0WTQ6,
PSPTO_2931,PSPTO_2931,3294960,3296144,-,gluconolaconase,Carbohydrate transport and metabolism,A0A0Q0HUC6,
PSPTO_2932,PSPTO_2932,3296385,3297392,-,aldo/keto reductase,Energy production and conversion,A0A0Q0BIT8,
PSPTO_2933,PSPTO_2933,3297541,3298149,+,TetR/AcrR family transcriptional regulator,Transcription,A0A0P9K613,
PSPTO_2934,PSPTO_2934,3298155,3299129,-,biotin-dependent carboxyltransferase,Amino acid transport and metabolism,A0A099SV39,
PSPTO_2935,PSPTO_2935,3299126,3299998,-,allophanate hydrolase subunit 1,Amino acid transport and metabolism,A0A0N0FZM9,
PSPTO_2936,PSPTO_2936,3300087,3300842,-,5-oxoprolinase subunit PxpA,Function unknown,A0A0Q0CL23,
PSPTO_2937,PSPTO_2937,3300969,3301886,+,LysR family transcriptional regulator,Transcription,A0A0N0FZN5,
PSPTO_2938,PSPTO_2938,3301897,3302214,-,LysR family transcriptional regulator,Transcription,A0A0Q0BGM5,
PSPTO_2939,PSPTO_2939,3302230,3302574,-,hypothetical protein,No COG annotation,A0A099SXU5,
PSPTO_2940,PSPTO_2940,3302739,3303980,-,thiolase family protein,Lipid transport and metabolism,A0A0Q0EYG4,
PSPTO_2941,fcs,3303977,3305746,-,feruloyl-CoA synthase,Lipid transport and metabolism,Q881F2,
PSPTO_2943,vdh,3306019,3307467,-,aldehyde dehydrogenase,Energy production and conversion,A0A0N0WTM9,
PSPTO_2944,PSPTO_2944,3307573,3308403,-,p-hydroxycinnamoyl CoA hydratase/lyase,Lipid transport and metabolism,A0A0W0PD66,
PSPTO_2945,PSPTO_2945,3308615,3309103,+,MarR family transcriptional regulator,Transcription,A0A099SXU2,
PSPTO_2946,PSPTO_2946,3309146,3310495,-,OprD family porin,Function unknown,A0A0Q0D541,
PSPTO_2947,mhpT,3310822,3312036,+,3-(3-hydroxy-phenyl)propionate transporter MhpT,Amino acid transport and metabolism,A0A0Q0HUB9,
PSPTO_RS15225,PSPTO_RS15225,3312511,3313457,-,phenol degradation protein meta,Energy production and conversion,,
PSPTO_2949,PSPTO_2949,3313545,3314312,-,coniferyl-alcohol dehydrogenase,Lipid transport and metabolism,A0A4P6QHM1,
PSPTO_2950,xylcC,3314398,3315879,-,benzaldehyde dehydrogenase,Energy production and conversion,A0A099SLG6,
PSPTO_2951,PSPTO_2951,3316157,3317929,+,sigma-54-dependent Fis family transcriptional regulator,Transcription,UPI000402A259,
PSPTO_2952,treS,3317979,3320042,-,maltose alpha-D-glucosyltransferase,Carbohydrate transport and metabolism,A0A0N8T7N3,
PSPTO_RS15250,PSPTO_RS15250,3320188,3320790,-,LysR family transcriptional regulator substrate-binding protein,Function unknown,UPI0009BA6019,
PSPTO_2953,PSPTO_2953,3320793,3321053,-,LysR family transcriptional regulator,Transcription,A0A099SLF6,
PSPTO_2954,PSPTO_2954,3321297,3321902,-,DJ-1/PfpI family protein,Transcription,A0A099SP23,
PSPTO_2955,ftrA,3322024,3322977,+,transcriptional regulator FtrA,Transcription,A0A0Q0I9B0,
PSPTO_2956,estB,3322937,3324115,-,serine hydrolase,Defense mechanisms,A0A0Q0BS36,
PSPTO_2957,medH,3324119,3325273,-,iron-containing alcohol dehydrogenase,Energy production and conversion,A0A0Q0DHR9,
PSPTO_2958,rhtC,3325310,3325954,-,LysE family transporter,Amino acid transport and metabolism,A0A0N8T7N2,
PSPTO_RS15285,PSPTO_RS15285,3325982,3327729,-,FAD-NAD(P)-binding domain protein,Function unknown,,
PSPTO_2960,sbnA,3327729,3329843,-,2%2C3-diaminopropionate biosynthesis protein SbnA,Amino acid transport and metabolism,UPI0002F97262,
PSPTO_2961,PSPTO_2961,3329849,3331171,-,SidA/IucD/PvdA family monooxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0Q0C425,
PSPTO_2962,PSPTO_2962,3331226,3332179,-,amino acid ABC transporter substrate-binding protein,Amino acid transport and metabolism,Q881D2,
PSPTO_2963,PSPTO_2963,3332197,3333360,-,FAD-binding oxidoreductase,Amino acid transport and metabolism,A0A0Q0BS40,
PSPTO_2964,PSPTO_2964,3333375,3334874,-,methionine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0Q0CUD6,
PSPTO_2965,PSPTO_2965,3334867,3335259,-,cupin domain-containing protein,Carbohydrate transport and metabolism,A0A099SP33,
PSPTO_2966,PSPTO_2966,3335609,3336574,-,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0K8LWS5,
PSPTO_2967,PSPTO_2967,3336803,3337246,+,DUF2384 domain-containing protein,Function unknown,A0A0Q0D982,
PSPTO_2968,PSPTO_2968,3337272,3338255,-,oxidoreductase,Energy production and conversion,Q881C6,
PSPTO_2969,PSPTO_2969,3338318,3338806,-,TetR family transcriptional regulator C-terminal domain-containing protein,Transcription,Q881C5,
PSPTO_2970,tnpB,3338864,3339220,+,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_2971,PSPTO_2971,3339238,3340791,+,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_RS15350,PSPTO_RS15350,3340838,3341020,-,TetR family transcriptional regulator,Transcription,,
PSPTO_2972,PSPTO_2972,3341158,3342237,+,nitronate monooxygenase,Function unknown,Q881C4,
PSPTO_2973,modA,3342339,3343106,+,molybdate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0N8T7F7,PSPTO_0492
PSPTO_2974,modB,3343107,3343787,+,molybdate ABC transporter permease subunit,Inorganic ion transport and metabolism,A0A0N0WWK3,PSPTO_0492
PSPTO_2975,modC,3343791,3344879,+,molybdenum ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0N0WWU1,PSPTO_0492
PSPTO_2976,PSPTO_2976,3344968,3346023,+,DNA topoisomerase IB,Carbohydrate transport and metabolism,A0A099SM69,
PSPTO_2977,PSPTO_2977,3346580,3347215,-,DUF2625 domain-containing protein,Function unknown,A0A0Q0BP86,
PSPTO_RS15390,PSPTO_RS15390,3347612,3347800,-,hypothetical protein,No COG annotation,A0A3M3H7M9,
PSPTO_2978,PSPTO_2978,3348163,3348936,-,lytic polysaccharide monooxygenase,Function unknown,UPI00031D054D,
PSPTO_2979,PSPTO_2979,3349079,3349465,-,glyoxalase/bleomycin resistance/dioxygenase family protein,Amino acid transport and metabolism,A0A0N0WWL3,
PSPTO_2980,PSPTO_2980,3349467,3350480,-,2OG-Fe(II) oxygenase,Energy production and conversion,A0A0Q0D7Q9,
PSPTO_2981,PSPTO_2981,3350706,3351344,-,cysteine hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A2S3V6L3,
PSPTO_2982,PSPTO_2982,3351821,3353551,-,tannase/feruloyl esterase family alpha/beta hydrolase,Amino acid transport and metabolism,A0A0Q0C2Q5,PvdS
PSPTO_RS15425,PSPTO_RS15425,3353708,3353977,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,,
