,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
STM2279,yfaE,2384927,2385181,+,putative ferredoxin,Energy production and conversion,,"argP,crp,dnaA,fis,fnr,h-NS,nrdR,rpoD"
STM2280,STM2280,2385183,2386373,-,putative permease,Amino acid transport and metabolism,,
STM2281,STM2281,2386535,2387413,+,putative LysR family transcriptional regulator,Transcription,,
STM2282,glpQ,2387529,2388599,-,periplasmic glycerophosphodiester phosphodiesterase,Cell wall/membrane/envelope biogenesis,,"crp,fis,fnr,glpR,ihf,nac,rpoD"
STM2283,glpT,2388604,2389962,-,MFS family%2C sn-glycerol-3-phosphate transport protein,Carbohydrate transport and metabolism,,"crp,fis,fnr,glpR,ihf,nac,rpoD"
STM2284,glpA,2390235,2391863,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C large subunit,Energy production and conversion,,"arcA,crp,fis,flhD;flhC,fnr,glpR,rpoD"
STM2285,glpB,2391853,2393112,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C membrane anchor subunit,Energy production and conversion,,"arcA,crp,fis,flhD;flhC,fnr,glpR,rpoD"
STM2286,glpC,2393109,2394299,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C K-small subunit,Energy production and conversion,,"arcA,crp,fis,flhD;flhC,fnr,glpR,rpoD"
STM2287,STM2287,2394794,2395747,+,putative cytoplasmic protein,"Post-translational modification, protein turnover,and chaperones",,
STM2288,STM2288,2395857,2396033,-,putative cytoplasmic protein,Function unknown,,
STM2289,STM2289,2396039,2396842,-,putative 2%2C4-dihydoxyhept-2-ene-1%2C7-dioic acid aldolase,Coenzyme transport and metabolism,,
STM2290,yfaV,2396868,2398157,-,putative MFS family transport protein,Carbohydrate transport and metabolism,,
STM2291,yfaW,2398213,2399430,-,putative galactonate dehydratase,Cell wall/membrane/envelope biogenesis,,
STM2292,yfaX,2399432,2400214,-,putative transcriptional regulator,Transcription,,
STM2293,STM2293,2400464,2401660,-,putative nucleotide-utilizing enzyme related to molybdopterin-biosynthesis,Function unknown,,
STM2294,yfaZ,2401775,2402422,-,putative inner membrane protein,Function unknown,,
STM2295,yfaO,2402596,2403021,+,putative NTP pyrophosphohydrolases including oxidative damage repair enzymes,"Replication, recombination and repair",,
STM2296,ais,2403066,2403671,-,aluminum inducible protein,Cell wall/membrane/envelope biogenesis,,
STM2297,yfbE,2403952,2405109,+,putative DegT/DnrJ/EryC1/StrS family,Lipid transport and metabolism,,fnr
STM2298,pmrF,2405112,2406095,+,putative glycosyl transferase,Lipid transport and metabolism,,"fnr,ybiH"
STM2299,yfbG,2406092,2408074,+,putative transformylase,Lipid transport and metabolism,,fnr
STM2300,STM2300,2408071,2408970,+,putative cytoplasmic protein,Carbohydrate transport and metabolism,,fnr
STM2301,pqaB,2408967,2410613,+,putative melittin resistance protein,Lipid transport and metabolism,,fnr
STM2303,STM2303,2410945,2411322,+,putative inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",,fnr
STM2304,pmrD,2411317,2411574,-,polymyxin resistance protein B,Function unknown,,
STM2305,menE,2411672,2413039,-,o-succinylbenzoate-CoA ligase,Coenzyme transport and metabolism,,
STM2306,menC,2413036,2413998,-,o-succinylbenzoyl-CoA synthase,Coenzyme transport and metabolism,,
STM2307,menB,2413998,2414855,-,dihydroxynaphtoic acid synthetase,Coenzyme transport and metabolism,,
STM2308,yfbB,2414870,2415628,-,putative enzyme,Coenzyme transport and metabolism,,
STM2309,menD,2415625,2417295,-,2-oxoglutarate decarboxylase,Coenzyme transport and metabolism,,
STM2310,menF,2417381,2418676,-,isochorismate synthase,Coenzyme transport and metabolism,,
STM2312,elaA,2419137,2419598,-,putative acyltransferase,Function unknown,,
STM2314,STM2314,2420642,2421643,+,putative chemotaxis signal transduction protein,Cell motility,,
STM2315,yfbK,2421684,2423465,-,putative von Willebrand factor%2C vWF type A domain protein,Function unknown,,ybiH
STM2316,nuoN,2424353,2425630,-,NADH dehydrogenase I chain N,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2317,nuoM,2425817,2427346,-,NADH dehydrogenase I chain M,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2318,nuoL,2427660,2429501,-,NADH dehydrogenase I chain L,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2320,nuoJ,2429797,2430351,-,NADH dehydrogenase I chain J,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2321,nuoI,2430362,2430904,-,NADH dehydrogenase I chain I,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2322,nuoH,2430919,2431896,-,NADH dehydrogenase I chain H,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2323,nuoG,2431893,2434625,-,NADH dehydrogenase I chain G,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2324,nuoF,2434650,2435987,-,NADH dehydrogenase I chain F,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2325,nuoE,2435984,2436484,-,NADH dehydrogenase I chain E,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2326,nuoC,2436487,2438289,-,NADH dehydrogenase I chain C%2CD,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2327,nuoB,2438376,2439038,-,NADH dehydrogenase I chain B,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2328,nuoA,2439054,2439497,-,NADH dehydrogenase I chain A,Energy production and conversion,,"arcA,cra,crp,fis,fnr,ihf,narL,rpoD"
STM2329,STM2329,2439892,2440044,-,putative cytoplasmic protein,No COG annotation,,
STM2330,lrhA,2440124,2441062,-,LysR family NADH dehydrogenase transcriptional repressor,Transcription,,"lrhA,lrp"
STM2331,yfbQ,2441994,2443208,+,putative aminotransferase (ortho),Amino acid transport and metabolism,,"lrp,rpoH"
STM2332,STM2332,2443302,2443901,+,putative hydrolase of HD superfamily,Nucleotide transport and metabolism,,rpoH
STM2333,yfbS,2443993,2445819,-,putative response regulator,Inorganic ion transport and metabolism,,
STM2334,yfbT,2445896,2446573,-,putative phosphatase,Function unknown,,
STM2335,yfbU,2446566,2447060,-,putative cytoplasmic protein,Function unknown,,
STM2336,STM2336,2447143,2447598,-,putative cytoplasmic protein,Function unknown,,"fnr,nac,yheO"
STM2337,ackA,2447938,2449140,+,acetate kinase A,Nucleotide transport and metabolism,,"arcA,fnr,rpoH,yheO"
STM2338,pta,2449217,2451361,+,phosphotransacetylase,Energy production and conversion,,"fnr,yheO"
STM2339,yfcC,2451579,2453099,+,putative integral membrane protein,Function unknown,,"argR,fnr,lrp,yeiE"
STM2340,STM2340,2453148,2454101,-,putative transketolase,Carbohydrate transport and metabolism,,
STM2341,STM2341,2454094,2454924,-,putative transketolase,Carbohydrate transport and metabolism,,
STM2342,STM2342,2454921,2456312,-,putative inner membrane protein,Function unknown,,
STM2343,STM2343,2456333,2456605,-,putative cytoplasmic protein,Carbohydrate transport and metabolism,,
STM2344,STM2344,2456686,2457129,-,putative phosphotransferase system,Carbohydrate transport and metabolism,,
STM2345,STM2345,2457382,2458401,+,putative transcriptional regulator,Transcription,,
STM2346,STM2346,2458407,2458961,-,putative NTP pyrophosphohydrolase,Lipid transport and metabolism,,
STM2347,yfcE,2459018,2459569,-,putative phosphoesterase,Function unknown,,
STM2348,yfcF,2459625,2460269,-,putative glutathione-S-transferase,"Post-translational modification, protein turnover,and chaperones",,
STM2349,yfcG,2460412,2461059,+,putative glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",,
STM2350,yfcH,2461185,2462078,+,putative sugar nucleotide epimerase,Function unknown,,
STM2351,hisP,2462130,2462906,-,histidine and lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,,"arcA,argR,h-NS,ntrC,rpoD,rpoN"
STM2352,hisM,2462917,2463624,-,histidine and lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,,"arcA,argR,h-NS,ntrC,rpoD,rpoN"
STM2353,hisQ,2463621,2464307,-,histidine and lysine/arginine/ornithine transport system,Amino acid transport and metabolism,,"arcA,argR,h-NS,ntrC,rpoD,rpoN"
STM2354,hisJ,2464490,2465272,-,histidine transport protein,Amino acid transport and metabolism,,"arcA,argR,h-NS,ntrC,rpoD,rpoN"
STM2355,argT,2465510,2466292,-,lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,,"arcA,ntrC,rpoN"
STM2356,ubiX,2466581,2467150,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Coenzyme transport and metabolism,,"argR,purR,rpoD"
STM2357,STM2357,2467177,2468583,-,putative amino acid transporter,Amino acid transport and metabolism,,
STM2358,STM2358,2468647,2469750,-,putative cytoplasmic protein,Amino acid transport and metabolism,,
STM2359,STM2359,2469752,2471173,-,putative amino acid transporter,Amino acid transport and metabolism,,
STM2360,STM2360,2471264,2472661,-,putative diaminopimelate decarboxylase,Amino acid transport and metabolism,,
STM2361,STM2361,2472872,2474299,+,putative regulatory protein,Transcription,,
STM2362,purF,2474335,2475852,-,amidophosphoribosyltransferase,Nucleotide transport and metabolism,,"argR,purR,rpoD"
STM2363,cvpA,2475890,2476378,-,membrane protein required for colicin V production,Function unknown,,"argR,purR,rpoD"
STM2364,dedD,2476689,2477363,-,putative lipoprotein,"Cell cycle control, cell division, chromosome partitioning",,
STM2365,folC,2477353,2478621,-,folylpolyglutamate synthase,Coenzyme transport and metabolism,,
STM2366,accD,2478689,2479603,-,acetylCoA carboxylase%2C beta subunit,Lipid transport and metabolism,,"fadR,rpoD"
STM2367,dedA,2479753,2480412,-,putative DedA family,Function unknown,,nac
STM2368,truA,2480461,2481273,-,pseudouridylate synthase I,"Translation, ribosomal structure and biogenesis",,nac
STM2369,usg,2481273,2482286,-,putative aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,,nac
STM2370,pdxB,2482354,2483490,-,erythronate-4-phosphate dehydrogenase,Coenzyme transport and metabolism,,nac
STM2371,flk,2483594,2484595,+,cell division protein,Cell motility,,
STM2372,STM2372,2484592,2485770,-,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",,
STM2373,STM2373,2485950,2486324,-,putative cytoplasmic protein,No COG annotation,,
STM2374,STM2374,2486497,2486745,+,putatiave helix-turn-helix regulatory protein,Transcription,,
STM2375,STM2375,2486914,2487282,+,putative cytoplasmic protein,Function unknown,,
STM2376,STM2376,2487282,2487800,+,putative periplasmic protein,Cell wall/membrane/envelope biogenesis,,
STM2377,STM2377,2487867,2488523,-,putative inner membrane protein,Function unknown,,
STM2378,fabB,2488621,2489835,-,3-oxoacyl-[acyl-carrier-protein] synthase I,Lipid transport and metabolism,,"fabR,fadR,rpoD"
STM2379,STM2379,2489935,2491995,+,putative peptidase,"Translation, ribosomal structure and biogenesis",,
STM2380,yfcL,2492047,2492322,-,putative cytoplasmic protein,Function unknown,,nac
STM2381,yfcM,2492355,2492903,-,putative cytoplasmic protein,Function unknown,,nac
STM2382,yfcA,2492903,2493712,-,putative permease,Function unknown,,nac
STM2383,mepA,2493712,2494536,-,penicillin-insensitive murein DD-endopeptidase,Cell wall/membrane/envelope biogenesis,,nac
STM2384,aroC,2494540,2495625,-,chorismate synthase,Amino acid transport and metabolism,,nac
STM2385,yfcB,2495661,2496593,-,putative methylase,"Translation, ribosomal structure and biogenesis",,nac
STM2386,yfcN,2496759,2497310,+,putative Smr domain containing protein,Function unknown,,
STM2387,sixA,2497410,2497895,-,phosphohistidine phosphatase,Signal transduction mechanisms,,"rpoD,rpoE"
STM2388,yfcX,2498104,2500251,-,putative dehydrogenase,Lipid transport and metabolism,,"arcA,fadR,lrp,rpoD"
STM2389,yfcY,2500251,2501561,-,putative acetyl-CoA acetyltransferase,Lipid transport and metabolism,,"arcA,fadR,lrp,rpoD"
STM2390,yfcZ,2501739,2502023,-,putative cytoplasmic protein,Function unknown,,"arcA,fnr,lrp"
STM2391,fadL,2502388,2503701,+,transport of long-chain fatty acids,Lipid transport and metabolism,,"arcA,crp,fadR,fnr,ompR,phoP,rpoS,ybiH"
STM2392,vacJ,2503762,2504517,-,lipoprotein precursor,Cell wall/membrane/envelope biogenesis,,
STM2393,yfdC,2504806,2505747,+,putative transport,Inorganic ion transport and metabolism,,
STM2395,pgtE,2506054,2506992,-,outer membrane protein E,Cell wall/membrane/envelope biogenesis,,"lrp,nac,phoP"
STM2396,pgtA,2507260,2508507,-,activator protein,Signal transduction mechanisms,,
STM2397,pgtB,2508497,2510503,-,protein for signal transmission,Signal transduction mechanisms,,
STM2398,pgtC,2510500,2511693,-,protein for signal transmission,Inorganic ion transport and metabolism,,
STM2399,pgtP,2512129,2513520,+,transporter protein,Carbohydrate transport and metabolism,,
STM2400,STM2400,2513796,2514038,-,putative inner membrane protein,Function unknown,,
STM2401,ddg,2514560,2515480,+,cold shock-induced palmitoleoyl transferase,Cell wall/membrane/envelope biogenesis,,rpoE
STM2402,yfdZ,2516004,2517242,-,putative aminotransferase,Amino acid transport and metabolism,,"rpoD,sgrR"
STM2403,glk,2517963,2518928,-,glucokinase,Nucleotide transport and metabolism,,"cra,rpoD,rpoS"
STM2404,STM2404,2519132,2520367,+,putative chloride channel permease,Inorganic ion transport and metabolism,,
STM2405,STM2405,2520387,2522039,-,putative thiamine pyrophosphate enzymes,Carbohydrate transport and metabolism,,
STM2406,STM2406,2522219,2523217,+,putative oxidoreductase,Energy production and conversion,,
STM2407,ypeC,2523331,2523657,+,putative periplasmic protein,Function unknown,,soxS
STM2408,mntH,2523718,2524959,-,manganese/divalent cation transport protein,Inorganic ion transport and metabolism,,"arcA,crp,fur,mntR,nac,oxyR,rpoD"
STM2409,nupC,2525302,2526504,+,NUP family nucleoside transport protein,"Intracellular trafficking, secretion, and vesicular transport",,"arcA,crp,cytR,nac,rpoD"
STM2410,yfeA,2526557,2528746,-,putative diguanylate cyclase/phosphodiesterase domain 1 containing protein,Signal transduction mechanisms,,
STM2413,yfeC,2529352,2529714,+,putative negative regulator,"Replication, recombination and repair",,crp
STM2414,yfeD,2529716,2530108,+,putative negative regulator,"Replication, recombination and repair",,crp
STM2415,gltX,2530162,2531577,-,glutamate tRNA synthetase%2C catalytic subunit,"Translation, ribosomal structure and biogenesis",,"fis,rpoD"
STM2420,xapR,2532393,2533277,-,regulator for XapA,Transcription,,"nac,rpoD"
STM2421,xapB,2533546,2534802,-,MFS superfamily xanthosine permease,"Intracellular trafficking, secretion, and vesicular transport",,"rpoD,rpoS,xapR"
STM2422,xapA,2534857,2535690,-,xanthosine phosphorylase,Nucleotide transport and metabolism,,"rpoD,rpoS,xapR"
STM2423,yfeN,2535946,2536707,+,putative outer membrane protein,Function unknown,,ybaQ
STM2424,yfeR,2536769,2537695,-,putative LysR family transcriptional regulator,Transcription,,
STM2425,yfeH,2537785,2538783,+,putative Na+-dependent transporter,Function unknown,,
STM2426,STM2426,2538780,2539007,-,putative cytoplasmic protein,Function unknown,,
STM2427,lig,2539000,2541015,-,DNA ligase,"Replication, recombination and repair",,
STM2428,zipA,2541087,2542073,-,cell division protein involved in FtsZ ring,"Cell cycle control, cell division, chromosome partitioning",,
STM2429,cysZ,2542305,2543066,+,required for sulfate transport,"Intracellular trafficking, secretion, and vesicular transport",,yieP
STM2430,cysK,2543230,2544201,+,subunit of cysteine synthase A and O-acetylserine sulfhydrolase A,Amino acid transport and metabolism,,"cysB,rpoD"
STM2431,ptsH,2544585,2544842,+,phosphohistidinoprotein-hexose phosphotransferase,Carbohydrate transport and metabolism,,"cra,crp,mlc,nagC,rpoD,rpoH"
STM2432,ptsI,2544891,2546618,+,PEP-protein phosphotransferase,Carbohydrate transport and metabolism,,"cra,crp,mlc,nagC,rpoD,rpoH"
STM2433,crr,2546659,2547168,+,glucose-specific IIA component,Carbohydrate transport and metabolism,,"cra,crp,mlc,nagC,rpoD,rpoH,rpoS"
STM2434,STM2434,2547317,2547556,-,putative cytoplasmic protein,No COG annotation,,
STM2435,pdxK,2547553,2548419,-,pyridoxal-pyridoxamine kinase,Coenzyme transport and metabolism,,ybaQ
STM2436,ptsJ,2548502,2549794,+,putative gntR family regulatory protein,Transcription,,
STM2437,yfeJ,2549809,2550528,+,putative GMP synthase,Nucleotide transport and metabolism,,
STM2438,yfeK,2550587,2550967,+,putative periplasmic protein,Function unknown,,"nac,rpoE"
STM2439,yfeL,2550980,2551519,+,putative membrane carboxypeptidase,Cell wall/membrane/envelope biogenesis,,
STM2440,cysM,2551650,2552561,-,cysteine synthase B,Amino acid transport and metabolism,,"cysB,h-NS,rpoD"
STM2441,cysA,2552629,2553726,-,sulfate permease A protein,Inorganic ion transport and metabolism,,"cysB,h-NS,rpoD"
STM2442,cysW,2553716,2554591,-,thiosulfate permease W protein,Inorganic ion transport and metabolism,,"cysB,h-NS,rpoD"
STM2443,cysU,2554591,2555424,-,thiosulfate transport protein,Inorganic ion transport and metabolism,,"cysB,h-NS,rpoD"
STM2444,cysP,2555424,2556440,-,thiosulfate transport protein,Inorganic ion transport and metabolism,,"cysB,h-NS,rpoD"
STM2445,ucpA,2556598,2557389,-,putative oxidoreductase,Lipid transport and metabolism,,crp
