,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_19020,2074439,2075779,1,yobN,1340,yobN->yobO,Amino acid transport and metabolism,unknown,similar to L-amino acid oxidase,-,,
BSU_19030,2076206,2078626,1,yobO,2420,"yobN->yobO, yobO",Cell wall/membrane/envelope biogenesis,unknown,similar to phage-related pre-neck appendage protein,-,,"CcpA,AbrB"
BSU_19040,2079214,2079546,-1,csaA,332,"yobT->csaA, yobR->csaA","Translation, ribosomal structure and biogenesis",molecular chaperone,molecular chaperone involved in protein secretion,-,,
BSU_19050,2079611,2080336,-1,yobQ,725,"yobT->csaA, yobR->csaA",Transcription,unknown,similar to transcription factor ([SW|AraC family]),-,,
BSU_19060,2080351,2081094,-1,yobR,743,"yobT->csaA, yobR->csaA","Translation, ribosomal structure and biogenesis",unknown,unknown,-,,
BSU_19070,2081172,2081747,-1,yobS,575,yobT->csaA,Transcription,similar to transcription factor,similar to transcription factor,-,,
BSU_19080,2081753,2082454,-1,yobT,701,yobT->csaA,Function unknown,unknown,unknown,-,,
BSU_19090,2082531,2083013,-1,yobU,482,,Transcription,unknown,unknown,-,,
BSU_19100,2083067,2084008,-1,yobV,941,yobV,Transcription,unknown,unknown,-,,
BSU_19110,2084214,2084759,1,yobW,545,yobW,Function unknown,unknown,sporulation membrane protein,-,,"SigK,SigE"
BSU_19120,2084786,2085109,-1,czrA,323,czrA,Transcription,transcriptional repressor ([SW|ArsR family]),"transcriptional repressor ([SW|ArsR family]), [[gene|5BC6B02770E74FF6D453742832574A87BB2369B8]] and [[gene|7FB5BCC16D688465A820F436F657C49625257884]]",-,,
BSU_19130,2085303,2085980,1,yocA,677,yocA,Cell wall/membrane/envelope biogenesis,unknown,similar to cell wall hydrolase,-,,
BSU_19140,2086070,2086606,-1,yozB,536,yozB,Function unknown,unknown,unknown,-,,
BSU_19150,2086743,2087525,-1,yocB,782,yocB,Function unknown,unknown,"general stress protein, survival of stress conditions",-,,SigB
BSU_19160,2087696,2088193,1,yocC,497,yocC->yocD,Function unknown,unknown,unknown,-,,
BSU_19170,2088257,2089234,1,yocD,977,"yocC->yocD, yocD",Defense mechanisms,unknown,similar to immunity to bacteriotoxins,-,,AbrB
BSU_19180,2089396,2090454,1,des,1058,des,Lipid transport and metabolism,phospholipid desaturase,phospholipid desaturase,-,,"SigA,DesR"
BSU_19190,2090574,2091686,1,desK,1112,desK->desR,Signal transduction,two-component sensor kinase,"two-component sensor kinase, regulation of  cold shock expression of [[gene|644C0C354B72FC07222EE45F4D2E0E57434B5EB5]]",-,,
BSU_19200,2091705,2092304,1,desR,599,desK->desR,Signal transduction,two-component response regulator,"two-component response regulator, regulation of  cold shock expression of [[gene|644C0C354B72FC07222EE45F4D2E0E57434B5EB5]]",-,,
BSU_19210,2092899,2093762,-1,yocH,863,"yocH, bsrA->yocH",Cell wall/membrane/envelope biogenesis,peptidoglycan hydrolase,peptidoglycan hydrolase (amidase),-,,"Spo0A,SigA,WalR,AbrB"
BSU_19220,2094010,2095785,-1,recQ,1775,bsrA->yocH,"Replication, recombination and repair",ATP-dependent DNA helicase,"ATP-dependent DNA helicase, acts together with [[protein|BA755FA1CB1E0C006E9A23489A7C8997141AA498]]",-,,
BSU__misc_RNA_32,2095927,2096113,-1,bsrA,186,"bsrA, bsrA->yocH",No COG category,6S RNA,"6S RNA, important for timing of sporulation",-,,
BSU_19230,2096350,2096976,-1,azoR1,626,azoR1,Lipid transport and metabolism,azoreductase,"azoreductase, involved in quinone detoxification",-,,YodB
BSU_19240,2097126,2097617,-1,yocK,491,yocK,Signal transduction,general stress protein,general stress protein,-,,SigB
BSU_19250,2097692,2098024,-1,yocL,332,yocL,Function unknown,unknown,unknown,-,,SigE
BSU_19259,2098102,2098329,1,yoyB,227,yoyB->yocN,Function unknown,unknown,unknown,-,,
BSU_19260,2098316,2098792,-1,yocM,476,,"Post-translational modification, protein turnover, and chaperones",unknown,"small heat-shock protein, protects cell during salt stress",-,,
BSU_19270,2098859,2099122,1,yozN,263,"yozN->yocN, yoyB->yocN",Function unknown,unknown,unknown,-,,
BSU_19280,2099127,2099360,1,yocN,233,"yozN->yocN, yoyB->yocN",Function unknown,unknown,similar to permease,-,,
BSU_19290,2099446,2099790,-1,yozO,344,yozO,Function unknown,unknown,unknown,-,,SigW
BSU_19300,2100147,2100350,-1,yozC,203,,Function unknown,unknown,unknown,-,,
BSU_19310,2100580,2102067,1,dhaS,1487,dhaS,Energy production and conversion,aldehyde dehydrogenase (NAD),3-hydroxypropionaldehyde-specific aldehyde dehydrogenase (NAD),-,,
BSU_19320,2102168,2104066,1,sqhC,1898,sqhC->sodF,Lipid transport and metabolism,squalene-hopene cyclase,"squalene-hopene cyclase, biosynthesis of sporulenes, protection of the spore against oxidative stress",-,,SigE
BSU_19330,2104056,2104901,1,sodF,845,sqhC->sodF,Inorganic ion transport and metabolism,superoxide dismutase,superoxide dismutase,-,,SigE
BSU_19340,2104934,2106271,-1,yocR,1337,yocR,No COG category,unknown,similar to sodium-dependent transporter,-,,
BSU_19350,2106490,2107455,1,yocS,965,yocS,Function unknown,putative sodium-dependent transporter,similar to sodium-dependent bile acid transporter,-,,
BSU_19360,2107505,2108758,-1,odhB,1253,odhA->odhB,Energy production and conversion,2-oxoglutarate dehydrogenase complex,"2-oxoglutarate dehydrogenase complex (dihydrolipoamide transsuccinylase, E2 subunit)",-,,"SigA,CcpA"
BSU_19370,2108774,2111608,-1,odhA,2834,odhA->odhB,Energy production and conversion,2-oxoglutarate dehydrogenase (E1 subunit),2-oxoglutarate dehydrogenase (E1 subunit),-,,"SigA,CcpA"
BSU_19380,2111837,2113753,-1,yojO,1916,yojN->yojO,Inorganic ion transport and metabolism,unknown,unknown,-,,
BSU_19390,2113764,2114678,-1,yojN,914,yojN->yojO,Function unknown,unknown,similar to nitric-oxide reductase,-,,
BSU_19400,2114742,2115332,-1,yojM,590,cwlS->yojM,Inorganic ion transport and metabolism,superoxide dismutase,superoxide dismutase,-,,
BSU_19410,2115425,2116669,-1,cwlS,1244,"cwlS, cwlS->yojM",No COG category,"D,L-endopeptidase, peptidoglycan hydrolase","D,L-endopeptidase, peptidoglycan hydrolase for cell separation",-,,"Abh,SigD,SigH,CcpA,AbrB"
BSU_19420,2117051,2118268,-1,yojK,1217,yojK,Energy production and conversion,unknown,similar to macrolide glycosyltransferase,-,,
BSU_19430,2118504,2119127,-1,cdaS,623,cdaS,Function unknown,sporulation-specific diadenylate cyclase,"sporulation-specific diadenylate cyclase, synthesis of c-di-AMP",-,,SigG
BSU_19440,2119393,2120751,1,yojI,1358,yojI->rsbRC,Defense mechanisms,putative multidrug exporter,similar to multidrug efflux transporters,-,,
BSU_19450,2120767,2121615,1,rsbRC,848,yojI->rsbRC,No COG category,RsbR paralog,probably part of the stressosome,-,,
BSU_19460,2121641,2122306,-1,bshB2,665,"yoyC->bshB2, yojE->bshB2",Function unknown,N-acetylglucosamin-malate deacetylase,"N-acetylglucosamine-malate deacetylase, minor enzyme involved in bacillithiol synthesis, may act as amidase for the processing of BSH conjugates",-,,"Spx,SigA"
BSU_19470,2122325,2122675,-1,yojF,350,"yoyC->bshB2, yojE->bshB2",Function unknown,unknown,unknown,-,,"Spx,SigA"
BSU_19479,2122672,2122950,-1,yoyC,278,"yoyC->bshB2, yojE->bshB2",Function unknown,unknown,unknown,-,,"Spx,SigA"
BSU_19480,2123026,2123922,-1,yojE,896,yojE->bshB2,Function unknown,unknown,unknown,-,,SigA
BSU_19490,2124021,2124494,1,gerT,473,gerT,Function unknown,spore coat protein,"spore coat protein, involved in germination",-,,"GerE,SigK"
BSU_19510,2124529,2124765,-1,yojB,236,"yojA->yojB, yojB",No COG category,unknown,unknown,-,,
BSU_19520,2124850,2126184,-1,yojA,1334,yojA->yojB,Amino acid transport and metabolism,unknown,similar to gluconate permease,-,,
BSU_19530,2126549,2126938,1,yodA,389,yodA,Function unknown,unknown,similar to malonate semialdehyde decarboxylase,-,,
BSU_19540,2127345,2127683,-1,yodB,338,yodB,Transcription,[SW|MarR family|MarR/DUF24 family] transcription repressor,"[SW|MarR family|MarR/DUF24 family] transcription repressor of [[gene|CFFFFE96FB7AEEF7190F81332369F0A6834C34A4]], [[gene|B7A0D1B3CAA2733A33BCCDDB6774ABF1A0223473]]-[[gene|catE ]]and [[gene|yodC ]]expression",-,,YodB
BSU_19550,2127813,2128421,1,yodC,608,yodC,Energy production and conversion,NADH oxidase,NADH oxidase,-,,YodB
BSU_19560,2128464,2129066,-1,mhqD,602,mhqE->mhqD,Function unknown,unknown,may be involved in protection against methyl-hydroquinone,-,,"SigA,MhqR"
BSU_19570,2129082,2129993,-1,mhqE,911,mhqE->mhqD,No COG category,dioxygenase/glyoxalase,dioxygenase/glyoxalase,-,,"SigA,MhqR"
BSU_19579,2130177,2130377,1,yoyD,200,yoyD->yodF,Function unknown,unknown,unknown,-,,TnrA
BSU_19580,2130377,2131867,1,yodF,1490,yoyD->yodF,No COG category,unknown,similar to amino acid permease,-,,TnrA
BSU_19590,2131902,2133302,-1,ctpA,1400,ctpA,Cell wall/membrane/envelope biogenesis,carboxy-terminal processing protease,"carboxy-terminal processing protease, promotes DNA damage checkpoint recovery",-,,
BSU_19600,2133455,2134156,1,yodH,701,yodH->yodI,"Secondary metabolite biosynthesis, transport, and catabolism",unknown,similar to methyltransferase,-,,SigK
BSU_19610,2134244,2134495,1,yodI,251,"yodH->yodI, yodI",Function unknown,unknown,unknown,-,,SigK
BSU_19620,2134566,2135387,-1,ldcB,821,deoD->ldcB,Cell wall/membrane/envelope biogenesis,LD-carboxypeptidase,"LD-carboxypeptidase, releases D-Ala from the cell wall",-,,
BSU_19630,2135470,2136171,-1,deoD,701,deoD->ldcB,Nucleotide transport and metabolism,purine nucleoside phosphorylase,purine nucleoside phosphorylase,-,,
BSU_19639,2136373,2136498,1,yoyE,125,yoyE,No COG category,unknown,unknown,-,,"SigG,YlxR"
BSU_19640,2136538,2136852,-1,yodL,314,yodL,Function unknown,modulator of MreB activity,modulator of MreB activity,-,,Spo0A
BSU_19650,2136913,2137524,-1,yodM,611,,Lipid transport and metabolism,minor undecaprenyl pyrophosphate phosphatase,"minor undecaprenyl pyrophosphate phosphatase, not active under standard conditions",-,,
BSU_19660,2137602,2137778,-1,yozD,176,yodN->yozD,Function unknown,unknown,unknown,-,,
BSU_19669,2137897,2138040,1,yoyF,143,yoyF,No COG category,unknown,unknown,-,,
BSU_19670,2138037,2138717,-1,yodN,680,yodN->yozD,Function unknown,unknown,unknown,-,,
BSU_19680,2138868,2139092,-1,yozE,224,"yodT->yozE, yozE",Function unknown,unknown,unknown,-,,SigE
BSU_19689,2139179,2139457,-1,yokU,278,yodT->yozE,Function unknown,unknown,unknown,-,,SigE
BSU_19690,2139454,2140869,-1,kamA,1415,yodT->yozE,Amino acid transport and metabolism,"lysine 2,3-aminomutase","lysine 2,3-aminomutase",-,,SigE
BSU_19700,2140898,2141725,-1,yodP,827,yodT->yozE,Transcription,beta-lysine acetyltransferase,beta-lysine acetyltransferase,-,,SigE
BSU_19710,2141703,2143013,-1,yodQ,1310,yodT->yozE,Amino acid transport and metabolism,putative deacylase,putative deacylase,-,,SigE
BSU_19720,2143022,2143675,-1,yodR,653,yodT->yozE,Lipid transport and metabolism,unknown,similar to butyrate-acetoacetate CoA-transferase,-,,SigE
BSU_19730,2143660,2144349,-1,yodS,689,yodT->yozE,Lipid transport and metabolism,unknown,similar to butyrate-acetoacetate CoA-transferase,-,,SigE
BSU_19740,2144356,2145690,-1,yodT,1334,yodT->yozE,Coenzyme transport and metabolism,unknown,similar to adenosylmethionine-8-amino-7-oxononanoate aminotransferase,-,,SigE
BSU_19749,2145820,2145933,-1,yoyG,113,yoyG,No COG category,unknown,unknown,-,,SigD
BSU_19750,2146013,2146792,-1,cgeE,779,cgeC->cgeE,No COG category,unknown,maturation of the outermost layer of the spore,-,,"GerE,SigK,SigD"
BSU_19760,2146821,2148101,-1,cgeD,1280,cgeC->cgeE,Cell wall/membrane/envelope biogenesis,unknown,maturation of the outermost layer of the spore,-,,"GerE,SigK,SigD"
BSU_19770,2148166,2148471,-1,cgeC,305,cgeC->cgeE,Function unknown,unknown,maturation of the outermost layer of the spore,-,,"GerE,SigK,SigD"
BSU_19780,2148676,2149077,1,cgeA,401,cgeA->cgeB,Function unknown,spore crust protein,"spore crust protein, maturation of the outermost layer of the spore",-,,"GerR,GerE,SigK"
BSU_19790,2149084,2150037,1,cgeB,953,cgeA->cgeB,Function unknown,unknown,maturation of the outermost layer of the spore,-,,"GerR,GerE,SigK"
BSU_19800,2150108,2151256,-1,phy,1148,phy,Lipid transport and metabolism,3-phytase,phytase,-,,AbrB
BSU_19810,2151626,2152045,1,yodU,419,yodU,No COG category,"UDP-NAcGlcA inverting 4,6-dehydratase (N-terminal part)","5' part of the split gene [[gene|240CD6EA3793821F5109252BDEF69C0120E454EF]] (together with [[gene|240CD6EA3793821F5109252BDEF69C0120E454EF]]), spore envelope polysaccharide biosynthesis, in <i>B. subtilis</i> 168 the gene is disrupted by the [[category|SW 5.1.2]]",-,,"GerE,SigK"
BSU_19820,2152086,2152262,-1,sprB,176,"yosX->sprB, sprB",No COG category,recombination directionality factor for the excision of the [SW|SP-beta prophage],excision of [SW|SP-beta prophage],-,,"SigK,SigA,SigE,CsoR"
BSU_19830,2152265,2152852,-1,yotM,587,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19840,2152927,2153169,1,yotL,242,,No COG category,unknown,similar to transcription regulator (Xre family),-,,
BSU_19850,2153171,2153356,-1,yotK,185,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19860,2153440,2153652,-1,yotJ,212,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19870,2153718,2154080,-1,yotI,362,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19880,2154077,2154250,-1,yotH,173,yosX->sprB,No COG category,unknown,similar to propionyl-CoA carboxylase,-,,"SigK,SigA,SigE,CsoR"
BSU_19890,2154266,2154583,-1,yotG,317,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19910,2154705,2154851,-1,yotE,146,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19920,2154887,2155018,-1,yotD,131,yosX->sprB,No COG category,unknown,similar to acyl-CoA synthetase,-,,"SigK,SigA,SigE,CsoR"
BSU_19930,2155058,2155249,-1,yotC,191,yosX->sprB,No COG category,unknown,similar to acyl-CoA dehydrogenase,-,,"SigK,SigA,SigE,CsoR"
BSU_19940,2155293,2156120,-1,yotB,827,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19950,2156239,2156457,1,sspC,218,sspC,No COG category,small acid-soluble spore protein (minor alpha/beta-type SASP),small acid-soluble spore protein (minor alpha/beta-type SASP),-,,SigG
BSU_19970,2156757,2157110,-1,yosX,353,yosX->sprB,No COG category,unknown,unknown,-,,"SigK,SigA,SigE,CsoR"
BSU_19980,2157341,2157682,-1,yosW,341,,No COG category,unknown,unknown,-,,
BSU_19990,2157829,2158119,-1,yosV,290,,No COG category,unknown,unknown,-,,
BSU_19999,2158120,2158287,-1,yojW,167,,No COG category,unknown,unknown,-,,
BSU_20000,2158439,2158684,1,yosU,245,,No COG category,unknown,unknown,-,,
BSU_20010,2158724,2159173,-1,yosT,449,,"Replication, recombination and repair",unknown,unknown,-,,
BSU_20020,2159268,2159696,-1,yosS,428,,No COG category,dUTP diphosphatase,dUTP diphosphatase,-,,
BSU_20030,2159742,2159984,-1,yosR,242,,"Post-translational modification, protein turnover, and chaperones",thioredoxin,glutaredoxin-like thioredoxin,-,,
BSU_20040,2159981,2161778,-1,yosP,1797,,No COG category,unknown,similar to ribonucleoside-diphosphate reductase (beta subunit),-,,
BSU_20050,2160565,2161086,-1,yosQ,521,,"Replication, recombination and repair",unknown,similar to phage-related endodeoxyribonuclease,-,,
BSU_20060,2162108,2165614,-1,nrdEB,3506,,No COG category,unknown,similar to ribonucleoside-diphosphate reductase (alpha subunit),-,,
BSU_20070,2165577,2165966,-1,yosM,389,,No COG category,putative SPbeta phage subunit of nucleoside diphosphate reductase,putative SPbeta phage subunit of nucleoside diphosphate reductase,-,,
BSU_20080,2165972,2166325,-1,yosL,353,,No COG category,unknown,unknown,-,,
BSU_20090,2166413,2166613,-1,yosK,200,,No COG category,unknown,unknown,-,,
BSU_20100,2166658,2166852,-1,yosJ,194,,No COG category,unknown,unknown,-,,
BSU_20110,2166873,2167007,-1,yosI,134,,No COG category,unknown,unknown,-,,
BSU_20120,2167039,2167509,-1,yosH,470,,No COG category,unknown,unknown,-,,
BSU_20130,2167570,2167932,-1,yosG,362,,No COG category,unknown,unknown,-,,
BSU_20140,2167975,2168100,-1,yosF,125,,No COG category,unknown,unknown,-,,
BSU_20150,2168114,2168461,-1,yosE,347,,No COG category,unknown,unknown,-,,
BSU_20160,2168476,2168871,-1,yosD,395,,No COG category,unknown,unknown,-,,
BSU_20170,2168910,2169452,-1,yosC,542,,No COG category,unknown,unknown,-,,
BSU_20180,2169497,2169676,-1,yosB,179,,No COG category,unknown,unknown,-,,
BSU_20190,2169807,2169926,1,yosA,119,yosA,No COG category,unknown,unknown,-,,
BSU_20200,2170030,2170242,-1,yorZ,212,,No COG category,unknown,unknown,-,,
BSU_20210,2170309,2170491,-1,yorY,182,,No COG category,unknown,unknown,-,,
BSU_20220,2170504,2170731,-1,yorX,227,,No COG category,unknown,unknown,-,,
BSU_20230,2170771,2171136,-1,yorW,365,,No COG category,unknown,unknown,-,,
BSU_20240,2171139,2171357,-1,yorV,218,,No COG category,unknown,unknown,-,,
BSU_20250,2171401,2172732,-1,mtbP,1331,,No COG category,DNA (cytosine-5-)-methyltransferase,DNA (cytosine-5-)-methyltransferase,-,,
BSU_20260,2172781,2172900,-1,yorT,119,,No COG category,unknown,unknown,-,,
BSU_20270,2172932,2173450,-1,yorS,518,,Function unknown,unknown,putative SPBc2 prophage-derived 5'(3')-deoxyribonucleotidase,-,,
BSU_20280,2173459,2173956,-1,yorR,497,,No COG category,unknown,unknown,-,,
BSU_20290,2173956,2174111,-1,yorQ,155,,No COG category,unknown,unknown,-,,
BSU_20300,2174104,2174319,-1,yorP,215,,No COG category,unknown,unknown,-,,
BSU_20310,2174352,2174549,-1,yorO,197,,No COG category,unknown,unknown,-,,
BSU_20320,2174585,2174734,-1,yorN,149,,No COG category,unknown,unknown,-,,
BSU_20330,2174852,2175568,-1,yorM,716,,No COG category,unknown,unknown,-,,
BSU_20340,2175596,2179513,-1,yorL,3917,,"Replication, recombination and repair",unknown,similar to DNA polymerase III (alpha subunit),-,,
BSU_20350,2179526,2181256,-1,yorK,1730,,"Replication, recombination and repair",single-strand DNA-specific exonuclease,single-strand DNA-specific exonuclease,-,,
BSU_20360,2181256,2182392,-1,yorJ,1136,,No COG category,unknown,unknown,-,,
BSU_20370,2182408,2183922,-1,yorI,1514,,No COG category,unknown,similar to putative replicative DNA helicase,-,,
BSU_20380,2183937,2184407,-1,yorH,470,,No COG category,unknown,unknown,-,,
BSU_20390,2184450,2185421,-1,yorG,971,,No COG category,unknown,unknown,-,,
BSU_20400,2185504,2186418,-1,yorF,914,,No COG category,unknown,unknown,-,,
BSU_20410,2186440,2186811,-1,yorE,371,,No COG category,unknown,unknown,-,,
BSU_20420,2186985,2187299,-1,yorD,314,yorD,No COG category,unknown,unknown,-,,AbrB
BSU_20430,2187376,2187756,-1,yorC,380,yorB->yorC,No COG category,unknown,unknown,-,,LexA
BSU_20440,2187819,2188115,-1,yorB,296,yorB->yorC,No COG category,unknown,unknown,-,,LexA
BSU_20450,2188204,2189964,-1,yorA,1760,,Cell wall/membrane/envelope biogenesis,unknown,unknown,-,,
BSU_20460,2189961,2190785,-1,pghZ,824,,Function unknown,phage-derived gamma polyglutamic acid hydrolase,phage-derived gamma polyglutamic acid hydrolase,-,,
BSU_20470,2190884,2191279,-1,yoqY,395,,No COG category,unknown,unknown,-,,
BSU_20480,2191334,2191555,-1,yoqX,221,,No COG category,unknown,unknown,-,,
BSU_20500,2192370,2193182,1,ligB,812,,"Replication, recombination and repair",DNA ligase (ATP-dependent),DNA ligase (ATP-dependent),-,,
BSU_20510,2193248,2193661,-1,yoqU,413,,No COG category,unknown,unknown,-,,
BSU_20520,2193827,2193976,1,yoqT,149,,No COG category,unknown,unknown,-,,
BSU_20530,2194053,2194400,-1,yoqS,347,,No COG category,unknown,unknown,-,,
BSU_20540,2194402,2194758,-1,yoqR,356,,No COG category,unknown,unknown,-,,
BSU_20550,2194718,2195059,-1,yoqP,341,,No COG category,unknown,unknown,-,,
BSU_20560,2195173,2195547,1,yoqO,374,yoqO,No COG category,unknown,unknown,-,,
